"
Good
"
"
This song is my all time favorite 🖤🖤🖤
"
"
💔💔💔💔💔💔
"
"
Sometime u hv so much to say but u choose to keep silent ...qismat jesa ap chahte hai wesi ni hoti kuch drd akele sehne pdte hai 😊#memories
"
"
Love this song❤️
"
"
Wow!!!! That's great
"
"
Aa song kadi purana ni ho sakda .... 😅
"
"
I love this song
"
"
❣
"
"
Lona gl de nal tenu main akha fer bharneya ne 💚😇
"
"
""A friend of mine recommended me this song; she passed away some time ago from a heart disease, she was just 19. Please pray for her. This song reminds of how she was, a strong person with a good taste in music. Like for all departed souls. 💯🌺""
"
"
Bahut si baatein hum kisi ko kabhi bta hi ni paate.. kisi ko explain ni kr paate.. wo andar hi dabi reh jaati he.. fir is tarah k songs aate he.. jinhe sun k lagta he isse better shayd describe ni ho sakti thi situation.. bas dil me dabi aas aansuo k sath beh jati he
"
"
My janeman suggested me this song and I loved it❤️....he is sm1 I can never forget and i will alwz love him❤️ I miss u🤍 SVG爱ZeRoKi
"
"
dedicated this song to my best friend
"
"
Heart  touching song
"
"
Its touching to soul♥️♥️Hare Krishna ♥️
"
"
Dedicated to my best friend...rajni...hi please come back
"
"
Shehzda hai amrinder gill my fvrt he sang songs by heart and touch many hearts
"
"
""Its 2022 , but this song , still Love 😍😍😍""
"
"
❤❤❤❤❤❤❤❤❤❤
"
"
Excellent singing. Love from KOLKATA
"
"
Excellent singing. Love from KOLKATA
"
"
Amrinder gill or es kudi Di jodi boht sohni lagdi aa simple jehe aa dove 💕😍😍
"
"
8 yrs is a long time but it still hurts..u r wid ur wife and living a happy life well i am happy for u but i am going through hell..i can't sleep more than 5 hours and i can't move on..i dont know why i am writing this here but i can't talk to anybody about this..
"
"
she left me for someone else. this song reminds me of her and our special moments.
"
"
❤❤
"
"
Who is listening💞💞 in 2022 ??
"
"
""We were together for 8 years and then my parents won't allow us to get married, now this time we are going through is more than worst, it's really difficult to spend each day away from him, same is his condition, in that situation these songs help, but I wish this time passes away soon.""
"
"
🥰🥰🥰🥰
"
"
❤
"
"
💛🔥
"
"
""I lost somewhere in another peaceful world whenever I listen amrindergill's voice❤️,specially this song,,love you alot.""
"
"
Nice song😥😥
"
"
I love this song ❤️❤️❤️❤️❤️ very nice song ❤️❤️❤️❤️
"
"
🙂him....
"
"
""I love you more than anything in this world ❤  still I have to let you go and we both know y 🥺 it's breaking my heart into million pieces but still m hoping that one day after few years u gonna come to me hug me ND say that I still miss you nd m gonna say I still love you the same 😢 so m really hoping jado mil ke baithange to gallan bhot karniya ne 🥺 
Right now m really going ❤""
"
"
This Song Is Like An Antidote To Tiredness🌸 Love From Jammu & Kashmir💕💫
"
"
Annu i love you
"
"
Meri JAN Chupkli Ⓜ️🦎 Maru ❣️ 24/1/2022Monday
"
"
""Always my favourite. Song .. I don't know how i m attached with this song ..whenever I listen, i can't stop my tears... Really miss some golden days.. ❤️❤️ this is not a song.. this is a feeling which can be feel only..🙂❤️.""
"
"
Amrinder bhai always rock 😘
"
"
I m in 2022 n still this song hitting so hard 🥰🙈
"
"
Jdd takk eh song na suna ta Dil nu chain hi ni onda ❣️❣️✨✨😢😢
"
"
""This song is for my jaan piyush...
I really  want  2 talk 2 him...
We didnt get time...
Its really  too early...
Very early  ..""
"
"
❤
"
"
Nice song
"
"
Nice song
"
"
this song uff🙂💝
"
"
Nice song
"
"
""Harś tussi hmesha khush rho.. 
Don't worry yr i understand relationships aren't possible at this stage of life... Even i want you to focus on your career & on your life only & only....
I'm always here for you....
I love you whether you do or not..( i know you love me more.♥️)""
"
"
""Kuj mere ron dia tere vakh hon dia
.... me pushna bakt beete ton kive langhia c mere bin 🥀me ratan jag k katia kive nikle c tere din 🙂mein sajna fr tere lyi ve peeran aap jrnia ne💌""
"
"
🥰🥰🥰 really love this song
"
"
""This song give to much relief. Never forget u 
....... 😪😪😪😪😪😪😪😪😪""
"
"
""Amrinder Gill :"""") Ye song apki zindgi ka sb sy haseen song h sir.. Itna dard is song m h jisko insaan kbi bayaan ni kr sqta :"""") Love from Pakistan <3""
"
"
I wish thaat It should be unstopable 😶
"
"
Very nice channel
"
"
❤❤
"
"
11/11/2021 nh bhuly ga Rabi...💔😭
"
"
cheers to the love we can't have
"
"
""I didn’t met her in 4 years, haven’t even talked with her. Still I think about her everyday. If anyone reading this is fortunate to have their loved one in their life. Appreciate them and tell them how special they are cause life is uncertain. Peace ❤️""
"
"
I want that moment 🥺
"
"
""Mein hardly hi punjabi songs suntaa hoo..
But kehte hai na emotions has no language..
Its beautiful .. but still say to all of you who are in pain and lost someone in life.
Life is like a river , it flow and keeps flowing until u met ur destiny.
How u gonna live its upto u!!
Time moves slow when u sad and its just flew when u r happy.
As u can see time is also so partial here.""
"
"
It's January 2022 let's see how many legend are listening to this masterpiece ❤️❤️
"
"
Launa gal de naal tenu… main akhan fer parniyaan ne.. 😥
"
"
Me fevarat song 🥰🥰🥰
"
"
Nice 😍 song
"
"
""i dont know how many times i will watch this movie.... it it one of the best Punjabi movie, and the Carry on Jaata.""
"
"
😘😘😘😘😘
"
"
It’s 2022 and I am still listening to it it’s just beautiful 🥺
"
"
""heart touching """" mai raatan jag kay katiyan .....kevin niklay c tery din"""".""
"
"
Lovely song ❤️😘
"
"
1:25 best part of the song
"
"
Beautiful song..people in luv n broken hrt can undrstnd this song..vry nice song
"
"
♥️😌jad milke bethange gallan krniyan ne
"
"
""the line from 1:11 seconds literally are magical...I'm again and again listening that line only..
and it's feels magical..I can't express that feeling while listening this song .It's a masterpiece....""
"
"
""Song bhut pyara hai
Ek kudi hai jisnu ajj bi bhul nhi skda jdo bi ih song Sunda osnu bhut miss krda ......god bless..""
"
"
I can never sick of this song..I love it so much
"
"
Still listening in 2022♥️♥️
"
"
Listening this song its been 3 years am far from my family i wish to go back soon really miss you mamma ❤️
"
"
I lost my two brothers one in 2019 another in 2020 🥺 I miss them so much and i wish they were here with me 😔😰😥
"
"
Nice song dil ko chu leya
"
"
Love
"
"
""I'm leaving this comment here in hope that whenever someone likes it, i will be reminded of this masterpiece! ❤""
"
"
23feb2021 💔  miss you every single day yrr😔🥺 hum dono miss krte thhye ek dusre ko jb hum dur hote thye yhe song sunn kr  khaas mera cmmt dekhe wo usko pta lge mai ab bhi uska wait kr rha hu 😔
"
"
So beautiful song 😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍❤❤❤❤❤❤❤❤❤❤❤❤❤😊😊😊😊😊😊😊😊😊😊😘😘😘😘😘😘😘😘😚😚😚😚😚😚☺☺☺☺☺😙😙😇😇😇
"
"
Mai kise nu pasand krda.But dil kuj hor kehnda te dimagg kuj hor. Mnu smj nhi aundi mai dil di suna k dimag di. Help my god pls
"
"
""Awesome song..
This movie is very  fantastic..
Love from Pakistan🇵🇰🇵🇰""
"
"
Legends listening in jan. 2022😀😍
"
"
I just lovvvvvvvvvvvvvvvvv it..... My bf send me this song 6  year before...n mw as his wife listening this again 2021 ........cute memory
"
"
Still listening in 2022❤
"
"
""There are limited songs who can express our feelings nd emotions to our soulmate in better way  than words nd help to resolve any relationship ❤  ,,i think this is the song on top of all those,🙏. It should b longer than this 2:10sec only.""
"
"
Nice
"
"
Love to listen still in 2022 . Maybe I will be listening in 2032 . See this movie many times and didn't get bored a little any time
"
"
I listening this song for my love and it’s my real feelings for my love❤️ mill k betha ge ta gla bhut krnia ne……….. heart touching ❤️🥺
"
"
Meri v favorite movie aa
"
"
Nyc song 👌👌👌👌👌
"
"
💖💖💖💖
"
"
I am listening this song at 4:00Am anmissing my love alot
"
"
Waiting for you 💔💔
"
"
Love from pakistan💞
"
"
Love this song ❤️❤️❤️❤️
"
"
Kive langyaa si mere bin...😊
"
"
Amazing 👌🙌 song
"
"
Listening in 2022 🙋🏼‍♂️
"
"
Long live Punjabi Cinema ❤❤
"
"
""How manu people are listening this masterpiece in """"2022""""""
"
"
Hiya 😥😅
"
"
Feel this song very deeply on last year's night 2021.and happy new year for all 2022.
"
"
Love this song... Yr thodi aur nhi bda skte the song.... Ye song sun kr bhut sukoon mil rha h km se km 4 mint ka rhta to kitna acha lgta...
"
"
😍😍😍
"
"
My fvt song😘😘❤❤❤❤❤
"
"
❤👌
"
"
❤❤
"
"
Nice 😍
"
"
My fav artist @amrinder gill
"
"
😊❤
"
"
All time fav✨❤️
"
"
""Made me cry...without any reason...🤗
Whenever I listen to this song it takes me to another world😍""
"
"
😔😔
"
"
""when i listen this song, i am a lot remember to father, as well as this song make me cry..., i miss you dad....... from my heart..........!!!!!!!!!!!!!!!""
"
"
Such a beautiful song ❣️
"
"
I lost my husband.he live with us but just like stranger. Life going so bkwas
"
"
December 2021 winter holidays
"
"
❤😋loved the song
"
"
all tym fav song
"
"
Heart touching song
"
"
Who is here after insta reels😍😍😍
"
"
😑💔
"
"
May allah save our marriedlife .we are going to seprate due to misunderstang .plz come forward and resolve it and we again regoin both .i miss my husband .i spend 2 monts and seprat from 9 months .
"
"
I love you and miss you so much @ayu
"
"
this song is best for meri crush jinu m silent love kita ajj tk 😢😝
"
"
Bhut skoon aa eh song ch ❤
"
"
""Always listen this song 
Whenever miss my hubby 
Hope we’d be together soon""
"
"
Legend 😘
"
"
""2021 last month If anybody here then
Like here ?""
"
"
""Love from Pakistan
جوندے رہو
ہنسدے رہو تے وسدے رہو""
"
"
Wow I love you song
"
"
She left before 8 years without any reason may be she found someone. But still i want to talk once and to know is she happy . ❤
"
"
This song is too good i swere
"
"
Very nice voice 👌👌👌😍🥰
"
"
""Yesssss.... This songs is something which cant express in just words..
Yes when i will meet him again i will show him.this songs for sure..
Bhut gllan krniyannn❤❤munu💜""
"
"
""Love ❤ 
Deep meaning 
No word to describe this song love you bro Amrinder Gill""
"
"
One of the best song 🎵😘
"
"
Its almost end of 2021 and this is still my favourite song ❤️❤️ So touched lyrics #love u amrinder paaji
"
"
""I delicate this song to one who has left me for someone but one day he will realize , anyways he will always happy and my prayers are always with him.""
"
"
I loved the character of sargun mehta in movie.
"
"
It's been almost 2 years after I found my love in her. I pray to God to keep us together for the rest of our life 😅... Need your prayers . 🙏
"
"
""This is not just lyrics 
It's an emotion ❤""
"
"
""This song dedicated my loving husband Amit bali

He is such a honest and caring""
"
"
""I miss my Partner. I want to dedicate this song to my Man.  """" Lanra gal dy nal tanu mein akhan fer parniyan ny""""💕 May you live long and remain same😘""
"
"
Crafted with love ❤️
"
"
😍😍😍😍🙂
"
"
ROOH WALA song 💕
"
"
""Their is something beautiful about the conversations , that we never had. -

 Rahul Kumar Mallick""
"
"
""Robina I Love You
My Understand My Feelings
❤️😓🙏🙏""
"
"
I Love You Forever My Angel 😘❤️🧚
"
"
Love it
"
"
""this is a very soothing song, lots of love from planet ayurveda""
"
"
Kehti thi usse k samne beth k yeh gaana gau gi apke💔😣
"
"
I love this song brother ❤️❤️❤️
"
"
""This song saved my marriage. The day before the judgement of my divorce. I listened this song and cried a lot and then any how gathered some courage and face the situation anyhow successfully managed to resolve the case. Thanks for making such a beautiful songs.

 voice ❤❤❤❤❤""
"
"
Amrinder gill peaceful voice ❤❤❤❤❤
"
"
love from Pakistan
"
"
Chutiya net k speed slow karke kuch na milega😂
"
"
Chutiya net k speed slow karke kuch na milega😂
"
"
So nice 😍😍😊😍😊
"
"
""I was in dubai when i heard this song for the first time and I was away from my family from 2 months . Literally main aisa phutt phutt k roya hahahahahaha memories plays a confusing role, they make you laugh when you remember the time you were crying together and make you cry when you remember the time you laughed together :-)""
"
"
🤗🤗🤗🤗🤗🤗
"
"
Legend watching in 2021💛
"
"
After instagram reel🤣
"
"
Still listening in 2021 ❤
"
"
Emotional song
"
"
very peaceful song
"
"
❤
"
"
Evergreen love this 🎵🎶🎵🎶🎵🎶 ius s b zada ye k bf ka nam b angrej h
"
"
""Kamal h na india wly Pakistani music k fan hin but min bhai g ka ..bas kamal ❤..
Love from lehnda punjab sary chardy punjab nu""
"
"
Amrinder paa ji is always my fav
"
"
❤❤❤
"
"
Nice song
"
"
I lost my love in the month of July she is my 9 year love 💔💔🥺no words 💔
"
"
december💔
"
"
❤️❤️ amazing song
"
"
ਸਕੂਨ ਮਿਲਦਾ ਇਸ ਆਵਾਜ਼ ਨੂੰ ਹੀ ਸੁਣ ਕੇ ਫ਼ਿਰ ਇਹੋ ਜੇ ਬੋਲ 😍✍️💞
"
"
im getting divorce but... 😣💔
"
"
2021 ma kon kon son rha ha
"
"
I love this not because my love love this just because we are same❤
"
"
Masterpiece
"
"
""Whenever Open YouTube always listen this song even present in playlist 😅
Lot of love from sarhad par❤️😻""
"
"
""Love someone truly is not easy at all... 
It hurts u Everytime whenever u face the reality that the person is not yours 👀🙃""
"
"
💟
"
"
Heart touching song
"
"
I just love ur voice amrindar sir apky gany bhut hi deep lufzoon main hoty hain 😊😊😊😊 mujhy deep wording bhut hi attract karti hy 😍😍😍😍I m by the way a poet 4rm pakistan jissy koi abhi jaanta ni a ku k aik aurat oon aur aurat k pass resources utny hi hoty hain jo usski zindagi main moojoodh mard ussy provide karty ain😣😥 khair aik na aik din humain b logh kisi qaabil smjhain gy 🤗🤗🤗InshaAllah😇😇
"
"
Listening to this masterpiece in November 2021. Still no. One in my favourite list❤
"
"
This song has my heart♥️🙃
"
"
Ayesha ager tum se song sun rahi ho tu plz wapis ajao
"
"
🥰🥰🥰🥰🥰🥰
"
"
One of my favv song and movie <3
"
"
""Pure melodious song, love it""
"
"
""23 November 2021.
Love From Pakistan🇵🇰❤️""
"
"
FAv song❤🙂
"
"
Nice song💞💞💞💞
"
"
Heart touching song 💜
"
"
Amazing ♥
"
"
❤ for my beautiful wife ❤
"
"
💙
"
"
Soul touching song...😍
"
"
Lovely song very nice
"
"
❤
"
"
18 November 2021 still listening ❤️💔
"
"
Aj is song ka asal mtlb smj aya🥺💔
"
"
ਨਿਰਾ ਇਸ਼ਕ 😒❤
"
"
Still most fav and this song is secret truth of my love life🥺❤
"
"
Beautiful  song
"
"
amazing deep lines
"
"
yaawr this song just touches the chord of my heart
"
"
beautiful lyrics and voice
"
"
Eh movie dekh k bhut ron ayia Amrinder bhai love u ...
"
"
I Love a boy from my school level . I really love him I don't know he love's me or not but one day InshAllah ❤️❤️ I must meet him.. Superb song ✨ this song give me hope
"
"
My wife passed away due to Corona in month of May 21.... but I'll never ever forget her this song reminds me a lot.... love you forever and miss you forever ❤
"
"
Awesome person
"
"
Ye song bht chota q ha.....jaldi khtm ho jata ha 🤣🤣🤣
"
"
All tym favorite ❤😊❤
"
"
Very good Sir <3
"
"
My most favourite song 💕💕💕
"
"
""Jb b ye suno uski yad bht ati. Why u left me..
💔""
"
"
I love my song 😘😘
"
"
It's November 2021.. I don't know how many out there listening to this masterpiece. I hope & Pray you all get your soul mate ❤️💞
"
"
❤️💚
"
"
Amazing ❤️❤️
"
"
I remember my all memoria with my favourite person 🥰😭🥺😘😘miss you jaan😭🥺😘
"
"
تیری تو دنیا تھی میرا تو بس اک تو ہی تھا.🙂
"
"
Good
"
"
Listen it form heart
"
"
Kirpal Singh Gill ❤
"
"
""Love you amrinder sir ,you are best,you are my crush in 10th and I love you so much""
"
"
I'm here in November 2021 ❤🥰🌺
"
"
""Classic , love from Punjab to another Punjab 🇵🇰💐""
"
"
Nice
"
"
I really like your music please come visit Toronto Canada
"
"
Last hope ended
"
"
is song ma pyar ka bara ma kaha ha pyar wo lafez ha jis ko hum beyan bhi nhi krsakta lakin kuch log pyar ko nhi smjhta wo kehta ha pyar stander dekh ka kiya jata hai lakin nhi pyar seerat dekh ka kiya jata hai lakin ya srif wahi log smjh sakta ha jinho na pyar kiya ha or koi nhi smjh sakta
"
"
AG is legend ❤
"
"
""He left in 2017 , still i feel his presence with me, I couldn't move on because maybe love is hard and it makes its place in our hearts so deeply so that our love for that one person remains constant even after someone else comes in our lives, we can not forget the very first love :)) 💔""
"
"
1novmber 2021k Aj b Ye song sunta hun. ❤ Big fan arminder pa g  loVe u from Pakistan punjab to. ❤
"
"
Amazing song love ha yar 😍
"
"
Arminder is pride of punjab chahy o lainda punjab hoy ya charda punjab love from LAHORE🙏🥀❤️
"
"
Its 31.oct 2021....i am still loving it
"
"
He left me 2 years ago..i listen this song and cried a lot but he never came back..even i got much better than him but i still miss him💔
"
"
guddu I'm leaving this comment for you💜hope one day i come with you guddu😄little things matters in life....& u meet me💟❤guddu mi#ss u
"
"
Its November 2021 who's listening this after a long time and now can't stay away😍I just loved it😘
"
"
Loads of feelings pour inside from my heart.... People in love or broken hearts can undertands its every single moment ...... and its true story of every couple ... they go through these circumstances in there lyf
"
"
""Love this line
Main puchna wakt di tetho 
Live katiya si mere bin💓💓💓💓💓💓💓💓💓""
"
"
""Lots of love and Respect to Amrinder Gill from Punjab, Pakistan.
Amazing acter as well as favourite singer.
Big Thanks for this Masterpiece""
"
"
Amazing song when i hear this song i remember her and that give me pleasure 🥰
"
"
😘😘😘 lovely song
"
"
Song reminds me of you SAHIL M. ..🤗
"
"
I love song my life Line ka leya hai
"
"
🌷♥️
"
"
Such an amazing voice❤️
"
"
I wish I also get someone special...jiske  sath mai bhi gallaa  kar sakdi
"
"
Very nice song my favourite song 👌👌👍👍
"
"
Still❤❤
"
"
""I Don't listen Music but the Lyrics of this Song are FAB 👍
Love From PAKISTAN ❤️❤️❤️""
"
"
One of my favorite song ❤️
"
"
You left me am still here. Where you left me. You always said. I'll never breath if you'll not with me. 🙂 My only mistake to  loving you. Am still paying off. Sometimes i want to hug so tight. And wanna cry alot.
"
"
I love This song
"
"
""ਮੈ ਪੁਛਨਾ ਵਕ਼ਤ ਬੀਤੇ ਤੋਂ, ਕਿਵੇ ਲਗਿਆ ਸੀ ਮੇਰੇ ਬਿਨ..... ਮੈ ਰਾਤਾ ਜਾਗ ਕੇ ਕਟਿਆ ਕਿਵੇ ਨਿਕਲੇ ਸੀ ਤੇਰੇ ਦਿਨ...💔💔""
"
"
No words for this song yr ❣️❣️❣️❣️❣️❣️
"
"
Good 😔😔😔😔😔
"
"
This song has my heart
"
"
Haye💔💔kafii dair baad yad agai bewafa ki💔💔
"
"
""It's September 27, 2021 still favorite, it was someone's last song to me, thank u for making such a beautiful song... It reminds me of all beautiful memories of him ❤... Rabb kare tussi jithe v oo tussi hamesha khush raho 🥀🙏""
"
"
Thanks for the masterpiece amrinder bhaji
"
"
""I started listening this song because of my love.she was punjabi speaking.and that's why i started listening this sing.
Whatever done in my life or whoever came into my life ,no one can take her place❤""
"
"
""Who's listening this song now...?
Who's missing his partner...?

I'm missing 💞💘💔😭""
"
"
Love uh G❤️w8ing for the day jd apa aha song same earphone naal sunage😂❤️❤️❤️
"
"
""Pata ni kiu 🤔eh song sunn k dil nu 💕sakoon milda...
V nice song👌.. And v sweet voice...😇""
"
"
""Osm song.lvli, sweet voice.""
"
"
Always my favorite ❤️ singer ❤️love uh bro❤️
"
"
Am living in London England and listening this song in 2021 just to dedicate this song to my #Mother . I was in the job in Chicken cottage and cry alot while listening this song  love you Mom  My love my Mother . soon we will meet again in Pakistan <3
"
"
""Jab mujhe uski jaroorat thi he left me I wish jab usko jaroorat ho koi b sath na de uska akela rahe jindgi bher wo
I wish wo kabhi papa na bane 
I wish usko koi papa kahne wala na ho
Wo jindgi bher B's ek beta or bhai banke rahe bt kisi ka baap or pati na bane""
"
"
""I wish he face his kerma badly
Jo sab kuch mujhse Cheena or wo chup raha sirf dekhta raha 
I wish wo sb kuch wo b face kre jiss situation se mai gujri bhagwan kre wo b gujre 
Wo jindgi bher akela rahe sabki family dekhe per apni khud ki koi uski family na rahe or jo 5 kerta h na h bhagwan kre y 5 ji rahe kabhi 6 na rahe""
"
"
❤❤❤❤❤❤
"
"
❤❤❤❤❤❤
"
"
Lyrics👌👌👌...😢
"
"
It's very nice song
"
"
😍😍😍😍
"
"
Awesome lyrics
"
"
🥰🥰🥰😘😘😘
"
"
""In love with this song 😍
Love frm Pakistan 🇵🇰""
"
"
Just peace❣❣
"
"
October 2021 ❤
"
"
Launa gal de naal tenu mai akha fer bharniya ne❤
"
"
INTERESTED
"
"
I love this song
"
"
Urdu translation.kry ga koi mere lia plz?
"
"
love
"
"
Nice 👍
"
"
This song voice so awesome and lines very good i love this song
"
"
Love Punjabi songs 💖
"
"
This song never gets old 😍❣️
"
"
Song dedicated to true lovers...
"
"
she Left me 1 year 💔😞But i still miss her please Come bacK A♥️
"
"
It's October 2021 who is still listening to this song..🙂
"
"
All time fvrt song❤
"
"
Long Distance relationship 🥰
"
"
♥️♥️♥️♥️♥️♥️♥️♥️
"
"
Best song❤️
"
"
This song really make me cry 😭😍 lot of love for a ture artist amrinder gill 😍😍❤️❤️ this song is vry close to my heart ❤️❤️ #respect☺️
"
"
wow wow wow wow wow wow wow wow wow wow
"
"
""The songs of Amrinder Gill touch soul...it reminds everyone of their past, present and future...a legend who is serving mother language Punjabi & our rich culture!""
"
"
this song is also saved my mrg bcoz of some reasons my wife decided to left me but when m listened this song that time my wife is also listened and she's Decided that she won't left me ....🤗🤗
"
"
I love this song 😘😘😘😘
"
"
""Me sajnaa fair terey laiye
Peerra boht jarniyaa ne 🥀😕🥺❤️☺️""
"
"
Very emotional song God Bless 🙏🏼🌹🙏🏼🌹
"
"
This song is always favourite for me. In corona time I was in England and pragnant also and my husband was in india then I always listened this song and feel emotional and miss him.  But now he is with me and I am happy .😊
"
"
I like this girl who i see everyday but can't just talk or speak to her just imagining what will i say once i gather courage to talk to her🤞
"
"
🙋‍♂️LISTENING TO THIS MASTERPIECE IN OCTOBER
"
"
Listening this masterpiece in October 2021 . Still no. One in my favorite list❤
"
"
A soul touching song ever  i have no words for dis song 💕💕💕 i just love dis song😍😍😍🥰♥️
"
"
Love you “PAH JI” From west Punjab
"
"
💜
"
"
🍂✍🏻🥀⏳
"
"
""Sir, you are a great singer i love to listen your songs and the most important thing you have saved a marriage or a love bond between 2 persons.  Want you to sing more songs like this....god bless you sir 🙏 baba ji will always be on your sir to help you..""
"
"
""October 2021
March 2022 ❤""
"
"
how a nice voice
"
"
❣️❣️
"
"
Super doper bhI ji nice i LOVE U SO MACH
"
"
""Love these lyrics and melody, so heart touching....👌💖👌""
"
"
Melt my heart this song brilliant
"
"
""Never broken not even in any relation😂 still feeling sad😂😂
Anyone same ?""
"
"
Nice bro
"
"
Nice
"
"
I like Sargun Mehta
"
"
Nice Song ☺
"
"
""Real meaning of evergreen songs❤️
Such a heart warming song👍
It's October 2021 and still listening to this masterpiece 😘""
"
"
Best song 4ever
"
"
Emotional song love from pakistan punjab  🇵🇰🇵🇰🇵🇰
"
"
Awesome song
"
"
First day first Show with my love
"
"
Don't know why this song's lyrics is so relatable ❣️
"
"
Nice song s
"
"
nice song
"
"
Deep meaning with a  great influence on  heart and soul especially for those who are in the state of  heart 💔
"
"
I love this song
"
"
What a soulful song and voice Amrinder paaajii ... please be continue with that type of song...apki awaz m bhut sakoonn hhhh.. really amazing
"
"
❤❤❤
"
"
""It is 2021 October ,,,who is watching in October ..love from Lahore Pakistan""
"
"
Heart touching 😓💔💔
"
"
🔥Love this song 🎵 ❤
"
"
Bhaisaab 6 saal me phli baar suna ......❣️pr dil chuliya ❣️
"
"
Very heart touching song
"
"
Missing a person whom I loved a lot. 🥺
"
"
Still enjoying the melody
"
"
""So sweet music. This gives me goosebumps every time I listen to. 
Love from Bangladesh""
"
"
""Many reasons to love this song...
 💔💔💔😭""
"
"
Timeless masterpiece ❤
"
"
2021 September its my best song for ever love ❤ 😍 💖
"
"
Example Of Pure Music Without Guns And Alcohol Amnider Gill Is Just Awesome ❤️ Addiction Of This Song😍
"
"
I love this song always 😘😘nd love u amrinder sir u r always my favorite 😘😘
"
"
Nice voice
"
"
""It's September 27, 2021 still favorite, it was someone's last song to me, thank u for making such a beautiful song... It reminds me of all beautiful memories of him ❤... Rabb kare tussi jithe v oo tussi hamesha khush raho 🥀🙏""
"
"
❤❤
"
"
Love from Pakistan❤❤💞
"
"
""A lot of love for amrinder gill, 
My Favorite singer 😍😍""
"
"
Nice 👍  song
"
"
please i get back my love life in marriage . please god show me your miracle 🌹🙏🏻🌹🙏🏻
"
